int_id;rest_id;rest_name;website;lat;lng;neighborhood
1045;6d2bb88c-467f-51ec-9d2c-e520c3ff07a3;Ye Olde Watling;https://www.tripadvisor.com/Restaurant_Review-g186338-d10686444-Reviews-Ye_Olde_Watling-London_England.html;51,513193;-0,093546;City
1043;34699562-0aeb-55fa-a904-c9856edf3571;Patch Bar;https://www.patch-bar.co.uk;51,513614;-0,102016;City
1038;ecba5660-4590-5612-95a6-dac0757a56be;Bengal Tiger;http://bengal-tiger.co.uk;51,513562;-0,102159;City
1036;ce4a41da-9a64-5200-b1b5-4c6f3845e7d3;Street Pizza Gordon Ramsay;https://www.gordonramsayrestaurants.com;51,513545;-0,095018;City
1034;f06f8ddf-4da5-50b3-a974-0020ea6331ea;Spagbowl;https://spagbowl.london;51,519684;-0,089977;City
1030;0805dd0a-9652-5a82-bb3c-a4f3683926fc;Leon - Cannon Street;https://leon.co;51,511572;-0,089189;City
1029;dc71a507-f860-5dd5-8e72-4d4bd0344274;Kenza Restaurant;https://www.kenza-restaurant.com;51,516848;-0,078944;City
786;917c7cf7-7167-5872-8bd5-e58cbb8bc04c;Chamberlain's of London;https://chamberlainsoflondon.co.uk;51,51281;-0,083665;City
787;4a8c703a-0efc-533f-8472-f398d92a0832;Ask For Janice;http://askforjanice.co.uk;51,519291;-0,100348;City
719;4c14c530-fe18-59e9-914b-875be6cfe734;The Blackfriar;https://www.nicholsonspubs.co.uk;51,512308;-0,103713;City
