item_name;description;veg_comment;price;category;comment;size_comment;price_comment;file_name;menu_link;restaurant_name;menu_type;int_id;update_time
DBL ESPRESSO;;;2,5;CAFF?;Skimmed, almond, soy & lactose-free + 1;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
DBL ESPRESSO MACCHIATO;;;2,7;CAFF?;Skimmed, almond, soy & lactose-free + 1;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
ESPRESSO CORRETTO;;;4,5;CAFF?;Skimmed, almond, soy & lactose-free + 1;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
AMERICANO;;;2,5;CAFF?;Skimmed, almond, soy & lactose-free + 1;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
CAPPUCCINO;;;3;CAFF?;Skimmed, almond, soy & lactose-free + 1;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
MOCHA;;;3;CAFF?;Skimmed, almond, soy & lactose-free + 1;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
LATTE;;;3;CAFF?;Skimmed, almond, soy & lactose-free + 1;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
FLAT WHITE;;;3;CAFF?;Skimmed, almond, soy & lactose-free + 1;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
HOT CHOCOLATE;;;3;CAFF?;Skimmed, almond, soy & lactose-free + 1;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
LIQUEUR COFFEE;;;7;CAFF?;Skimmed, almond, soy & lactose-free + 1;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
ENGLISH BREAKFAST;;;2,3;TEA;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
EARL GREY;;;2,8;TEA;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
PURE PEPPERMINT;;;2,8;TEA;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
PURE GREEN TEA;;;2,8;TEA;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
FRESH MINT TEA;;;2,8;TEA;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
CHAMOMILE;;;2,8;TEA;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
CRANBERRY & BLOOD ORANGE;;;2,8;TEA;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
CRANBERRY & RASBERRY;;;2,8;TEA;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
LEMON & GINGER;;;2,8;TEA;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;Dessert-NEW-9-oct-1.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2018/02/Dessert-NEW-9-oct-1.pdf;Adore Remo;DESSERTS;0;20Nov2018
PEACH;;;4;JUICE;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
PINEAPPLE;;;4;JUICE;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
APPLE;;;4;JUICE;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
ORANGE;;;4;JUICE;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
CRANBERRY;;;4;JUICE;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
TOMATO;;;4;JUICE;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
COKE;;;3,5;SOFT DRINKS;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
DIET COKE;;;3,5;SOFT DRINKS;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
GINGER BEER;;;3,5;SOFT DRINKS;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
RED BULL;;;3,5;SOFT DRINKS;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
SAN PELLEGRINO ORANGE;;;3,5;SOFT DRINKS;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
SAN PELLEGRINO LEMON;;;3,5;SOFT DRINKS;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
APPLETIZER;;;3,5;SOFT DRINKS;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
PANNA;;;4;WATER;;75cl;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
PANNA;;;3;WATER;;50cl;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
SAN PALLEGRINO;;;4;WATER;;75cl;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
SAN PALLEGRINO;;;3;WATER;;50cl;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
PROSECCO TREVISO BALBINOT BRUT DOC, LE MANZANE;;;5,5;CHAMPAGNES & SPARKLING;;125ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
PROSECCO TREVISO BALBINOT BRUT DOC, LE MANZANE;;;26;CHAMPAGNES & SPARKLING;;BTL;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
SPUMANTE PROSECCO R?SEO BRUT VSQ, LE MANZANE;;;6,5;CHAMPAGNES & SPARKLING;;125ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
SPUMANTE PROSECCO R?SEO BRUT VSQ, LE MANZANE;;;35;CHAMPAGNES & SPARKLING;;BTL;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
TENUTA DELLE FARFALLE VSQ MONZIO COMPAGNONI;;;30;CHAMPAGNES & SPARKLING;;BTL;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
LAURENT PERRIER LA CUV?E;;;90;CHAMPAGNES & SPARKLING;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
PERRIER JOU?T BELLE ?POQUE;;;195;CHAMPAGNES & SPARKLING;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
DOM PERIGNON;;;230;CHAMPAGNES & SPARKLING;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
PERRIER JOU?T BELLE ?POQUE ROS?;;;340;CHAMPAGNES & SPARKLING;;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
BELLINI;;;9;COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
CLASSIC CHAMPAGNE COCKTAIL;;;9;COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
APEROL SPRITZ;;;9;COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
GIN GARDEN;;;9;COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
NEGRONI;;;9;COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
VODKA MARTINI;;;9;COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
GIN MARTINI;;;9;COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
PORN STAR;;;9;COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
COSMOPOLITAN;;;9;COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
CLOVER CLUB;;;9;COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
MOJITO;;;9;COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
OLD FASHIONED;;;9;COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
GOD FATHER;;;9;COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
ESPRESSO MARTINI;;;9;DESSERT COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
ANGELS TREAT;;;9;DESSERT COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
TIRAMISU MARTINI;;;9;DESSERT COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
CHOCOLATE ORANGE DELUXE;;;9;DESSERT COCKTAILS;upgrade with premium spirits +3;;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
GRAPPA MAROLO;;;6,5;GRAPPA;;50ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
GRAPPA CIVIDINA;;;4,5;GRAPPA;;50ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
MORETTI (DRAFT);;;5,5;BEER;;PNT;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
MORETTI (DRAFT);;;4;BEER;;1/2 PNT;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
MORETTI TUSCANY - 500ML;;;6,5;BEER;;BOTTLED;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
MORETTI SICILY - 500ML;;;6,5;BEER;;BOTTLED;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
PERONI RED LABEL - 330ML;;;5;BEER;;BOTTLED;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
PERONI GRAN RISERVA - 330ML;;;5;BEER;;BOTTLED;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
BULMERS CIDER;;;5,5;BEER;;BOTTLED;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
AMARETTO, AVERNA;;;7;DIGESTIVE;;50ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
BRANCA - MENTAFERNETBRANCA;;;7;DIGESTIVE;;50ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
FRANGELICO, JAGER;;;7;DIGESTIVE;;50ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
LUCANO, MONTENEGRO;;;7;DIGESTIVE;;50ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
RAMAZZOTTI, SAMBUCA;;;7;DIGESTIVE;;50ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
LIMONCELLO;;;7;DIGESTIVE;;50ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
AMARO DEL CAPO;;;7;DIGESTIVE;;50ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
HOUSE VODKA;;;4;VODKA;;25ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
ABSOLUT;;;4,5;VODKA;;25ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
ABSOLUT RASPBERRY;;;6;VODKA;;25ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
BELVEDERE;;;7;VODKA;;25ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
GREY GOOSE;;;6,5;VODKA;;25ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
APEROL, ARCHERS PEACH;;;6;LIQUEURS;;50ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
BAILEY’S, CAMPARI;;;6;LIQUEURS;;50ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
COINTREAU, MALIBU;;;6;LIQUEURS;;50ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
PIMMS, TIA MARIA;;;6;LIQUEURS;;50ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
BOMBAY;;;4;GIN;;25ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
GORDON;;;4;GIN;;25ml;An optional service charge of 12.5% will be added to your bill // Prices are inclusive of VAT.;AdoreREMODrinksMenu.pdf;https://www.adoreremo.co.uk/wp-content/uploads/2016/09/AdoreREMODrinksMenu.pdf;Adore Remo;DRINKS;0;20Nov2018
